0,3,3221:2,0,0,0,4,0,5,0,0
0,3,4531:59,0,20,35,0,0,0,0,0
0,3,3721:1,0,0,5,14,0,0,0,0
1,3,6151:2,0,0,0,2,0,0,0,0
1,3,5341:2,0,0,2,0,0,0,0,0
0,3,5761:0,0,0,0,0,29,0,2,0
0,3,4771:92,0,22,0,0,0,0,8,0
0,3,3961:2,0,0,0,2,0,0,5,0
0,3,2651:0,0,2,0,0,0,1,0,0
0,3,5171:2,0,0,8,17,0,0,0,0
0,3,3821:2,0,0,0,0,0,0,0,0
0,3,3871:2,0,0,8,0,0,0,29,0
0,3,1661:3,7,0,1,0,0,0,0,0
1,3,14711:0,2,0,2,0,0,0,0,0
1,3,11741:0,0,0,2,2,0,0,0,0
1,3,5531:2,0,0,0,0,2,0,0,0
1,3,5581:2,0,0,0,0,0,0,2,0
1,3,6251:2,0,0,0,0,2,0,0,0
1,3,5261:2,0,0,2,0,0,0,0,0
0,3,5393:2,0,0,0,8,0,0,2,0
0,3,4763:50,0,56,0,0,0,0,29,0
0,3,4083:2,0,0,0,0,0,3,0,2
0,3,3773:23,0,0,35,0,0,0,71,0
1,3,12683:0,0,0,0,2,0,0,2,0
1,3,11873:0,0,0,2,0,0,0,2,0
1,3,5573:2,0,0,0,0,0,0,2,0
1,3,5983:2,0,0,2,0,0,0,0,0
0,3,10253:0,0,0,0,8,0,0,4,0
0,3,4773:46,0,12,0,0,0,0,0,6
0,3,3963:0,0,0,0,14,0,0,0,2
0,3,6113:17,0,0,0,14,0,0,4,0
0,3,2653:8,0,13,0,0,0,5,0,0
0,3,5303:0,0,0,0,0,0,0,1,0
0,3,5173:6,0,0,4,35,0,0,0,0
0,3,3823:23,0,0,12,0,2,0,0,0
0,3,3873:1,0,0,2,0,0,0,0,11
0,3,3143:14,0,0,1,0,0,0,1,0
0,3,1663:1,3,0,0,0,0,0,0,0
1,3,11743:0,0,0,2,2,0,0,0,0
1,3,5583:2,0,0,0,0,0,0,0,2
1,3,5263:2,0,0,2,0,0,0,0,0
0,3,8063:0,5,0,5,8,0,0,0,0
0,3,4693:2,0,3,0,5,0,0,0,0
0,3,5363:20,0,0,0,8,1,0,0,0
0,3,2573:1,0,9,0,0,0,2,0,0
0,3,3923:5,0,0,0,2,0,8,0,0
0,3,5313:13,0,0,2,0,0,0,0,5
0,3,3103:17,0,0,11,0,23,0,0,0
0,3,3153:14,0,0,2,0,0,0,0,3
0,3,6033:8,0,0,2,0,0,0,0,2
0,3,2393:23,0,1,0,0,0,0,0,0
0,3,3743:0,0,0,29,0,76,0,0,0
0,3,1583:38,19,0,101,0,0,0,0,0
1,3,7523:0,2,0,2,0,0,0,0,0
1,3,6303:2,0,0,0,0,0,0,0,2
1,3,6173:2,0,0,0,0,2,0,0,0
1,3,3383:2,0,0,0,0,0,2,0,0
0,3,10223:0,0,0,14,3,11,0,0,0
0,3,2993:2,0,0,2,41,0,0,0,0
0,3,5873:3,0,0,9,1,0,0,0,0
0,3,3113:11,0,0,0,0,0,2,0,0
1,3,5963:3,0,0,2,0,0,0,0,0
0,3,5653:1,0,0,0,47,0,0,8,0
